one,two,three,four1,four2,four3,four4,four5,four6,four7,four8,five1,five2,five3,five4,five5,five6,six,seven,eight,nine,ten,eleven,twelve
1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,4,3,5,53.8
4,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,5,0,2,4,3,
4,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,0,1,3,0,
5,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,2,4,0,
3,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0,3,5,4,
3,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,2,5,0,
1,4,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,4,4,0,55
2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,1,2,4,3,56
3,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,2,4,3,55
4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,1,4,4,3,50.6
2,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,1,5,0,
4,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,3,4,2,54.4
4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,1,2,4,0,
3,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,2,4,0,52
4,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,4,1,1,3,0,
5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,1,2,1,3,50.6
3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,0,1,3,1,
3,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,1,2,4,4,53.8
3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,4,3,5,53.9
5,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,3,5,3,53.8
4,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,1,3,0,
3,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,3,4,2,
2,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,0,1,2,3,
3,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5,1,2,5,2,51
4,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0,3,4,4,51.5
1,1,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,2,5,0,
4,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,3,1,0,60
2,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,3,3,3,
2,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,1,3,4,5,
4,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,1,5,0,48.3
1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,0,2,4,2,
2,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,2,3,0,40
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,3,5,3,52.7
3,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,3,5,2,
3,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,0,2,3,3,56.9
1,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,4,1,2,4,0,
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,2,4,2,54
1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,4,1,3,4,5,
3,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,0,2,4,4,51.1
1,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,2,5,4,55
4,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,2,4,4,57
3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,3,5,3,52
1,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,2,4,0,
3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,1,3,4,3,51
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,0,4,4,4,52.1
3,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,4,2,4,53.5
2,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,2,4,3,54
3,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,4,4,3,51.6
3,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,3,4,4,57.2
3,2,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,0,4,5,2,53.3
2,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,1,5,4,0,56.2
2,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,4,1,5,53.6
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,1,3,4,57
3,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,4,4,4,53.9
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,4,4,5,
3,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,5,4,2,
1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,1,5,5,3,60
2,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,1,5,4,6,53.6
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,5,0,3,3,3,51.3
4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,3,4,2,52
1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,5,4,6,
5,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,5,0,1,3,0,
2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,5,1,2,5,3,
4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,0,3,5,3,60.3
5,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,3,5,2,
1,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,0,1,4,2,59.5
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,4,5,2,51
2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,4,3,5,53
3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,3,3,5,59
4,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,1,3,5,4,52.3
2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,2,4,3,51.5
3,4,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,0,4,4,2,50.4
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,3,4,2,48.4
4,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0,5,5,3,62.7
2,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,4,2,2,53.3
3,4,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,1,4,4,53
3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,0,3,3,2,51.5
3,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,3,4,5,53.5
4,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,3,4,6,
3,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,3,3,6,55.7
4,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,3,4,6,51.1
2,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,3,4,4,51.2
4,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,3,3,4,48
2,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,4,4,4,51.2
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,2,4,3,50.3
3,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,3,3,5,57.9
2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,4,3,5,52
3,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,0,2,3,0,51.5
5,5,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,0,3,3,6,
2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,1,5,4,3,
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,3,4,3,53.9
3,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,4,2,6,56.1
2,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,1,2,5,3,52.6
3,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,0,3,1,5,53
4,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,4,4,4,52.5
3,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,2,4,5,51
3,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,4,4,4,53
1,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,2,4,2,
4,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,3,3,3,52
3,5,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,4,4,3,50.5
3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,0,5,4,4,57.6
2,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,1,3,4,1,52.4
4,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,3,4,4,54.2
3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,3,4,5,50.9
3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,1,2,5,4,50.1
1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,5,5,6,52.56
3,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,4,4,6,52.6
4,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,1,5,0,
3,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,4,4,5,65.5
4,2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,4,0,4,4,4,59.6
4,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,4,4,3,55.2
3,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0,4,5,5,52.6
1,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,3,4,3,55
4,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,1,4,4,3,52.4
5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,3,4,5,
3,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,1,5,1,5,55.1
1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,1,2,5,4,52.2
2,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5,1,1,5,2,50
1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,4,1,2,4,3,
4,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,3,4,2,51.4
1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,1,4,5,5,54
4,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5,1,5,5,4,50
3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,0,2,4,2,57
4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,2,1,0,
3,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,1,3,1,2,
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,3,4,0,48.3
2,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,3,3,3,
3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,3,4,0,
3,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,3,2,3,54.9
2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,3,4,0,
2,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,1,4,0,56
1,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,1,3,5,5,56
2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,4,3,5,60.1
4,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,4,2,5,54.6
3,2,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,3,5,5,55.1
3,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,5,4,4,56.9
5,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,5,5,5,57
2,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,2,4,6,57
3,4,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,3,3,4,55.5
3,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,2,5,4,53
3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,1,4,3,3,
2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,3,4,5,53
4,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,5,0,2,5,3,49
2,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,4,3,3,55
3,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,1,4,5,5,54.2
3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,5,1,3,4,5,55
5,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,0,2,5,2,
4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,3,4,5,
2,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,3,4,4,
3,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,3,5,3,52.4
2,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,4,2,50
1,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,1,5,0,43.4
4,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,3,4,4,
3,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,1,3,4,2,
3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,4,4,4,52.6
3,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,3,4,3,
5,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,5,0,2,4,0,50.3
3,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0,5,5,3,52.6
1,5,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,2,4,0,54
4,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,3,5,2,46.3
5,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,2,3,4,56.6
2,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,3,3,2,
3,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,4,5,2,56.2
2,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0,55.7
3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,1,3,5,5,65
2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,1,2,4,1,45
2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,5,1,2,3,5,51.1
3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,5,0,4,1,4,55.4
3,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,1,2,3,5,57
2,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,3,4,3,51
3,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,2,4,2,51.7
3,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,1,4,3,61
2,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,2,2,2,
4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,3,4,5,55
1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,1,4,3,5,61
5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,0,1,5,0,
3,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,4,5,5,56
4,3,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,2,4,2,50
2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0,4,4,3,52.1
2,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,4,4,3,51
4,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,5,0,1,3,0,
3,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,1,2,4,55
3,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,3,4,4,55
4,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,0,3,5,2,49.9
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,2,3,4,53.5
3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,0,2,4,2,57.1
2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,2,1,6,
3,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,3,2,4,53.7
3,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,4,5,5,
3,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,3,4,4,50.8
2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,1,3,3,4,51
4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,2,5,3,49.3
1,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,1,3,0,
3,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,1,2,5,5,55
2,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,4,4,4,53
5,3,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,5,1,3,5,6,56.9
3,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,3,1,4,57
1,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,2,5,5,59.4
3,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,0,2,5,0,49.6
2,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,4,4,2,52.2
4,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,1,5,5,4,
2,5,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,2,4,5,
3,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,2,4,2,53.7
4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,3,2,5,54
3,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,2,4,2,51.1
3,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,3,4,0,50.8
1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,4,4,5,
3,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,2,4,0,
2,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,1,5,4,5,51.8
1,3,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,4,1,4,3,5,55
2,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,4,5,3,52.6
1,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,5,1,5,3,5,56
1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,5,1,5,5,6,69
1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,1,2,1,2,57
2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,5,1,5,3,5,61
3,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,4,4,4,
1,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,5,4,3,48.4
1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,4,3,6,57
2,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,2,2,2,51.5
5,5,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5,0,4,4,5,
5,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,4,5,4,52.9
2,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,2,4,2,61
3,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,1,3,5,2,48.8
3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,3,4,2,53
4,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,2,4,2,50.9
4,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,0,2,5,1,
5,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,3,5,3,48.8
3,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,1,2,5,5,54.3
3,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,1,3,1,5,62
1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,5,1,4,48
