one,two,three,four1,four2,four3,four4,four5,four6,four7,four8,five1,five2,five3,five4,five5,five6,six,seven,eight,nine,ten,eleven,twelve
3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,1,4,0,
3,5,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,1,3,4,2,
2,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,4,5,0,52.3
3,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,4,5,4,52.6
3,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,1,4,5,5,56
1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,1,5,5,6,61.2
2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,3,4,53.6
2,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,1,3,4,5,51.4
4,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,3,5,4,51.9
2,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,1,2,5,0,
3,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,1,2,5,3,54.9
4,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,1,2,5,60.8
4,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,4,3,6,58.4
3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,4,5,5,54
2,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,4,2,5,54
4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,2,5,2,52.6
2,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,3,5,5,53
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,5,1,4,1,5,56
1,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,1,3,4,5,63.1
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,4,4,6,
5,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,0,4,3,5,62
1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,5,4,2,52
1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,5,0,5,1,0,
1,5,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,0,1,4,0,
4,4,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,5,0,5,4,5,54.4
1,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,5,4,5,55.8
3,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,2,3,2,57.4
3,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,4,5,3,
3,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,3,4,4,57
3,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,0,4,5,0,57.2
5,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,0,2,4,3,52.6
3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,1,5,4,4,
2,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,4,1,3,55
2,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,4,5,4,52.9
4,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,1,4,0,
2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,2,5,
1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,4,3,5,55.7
3,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,4,4,2,55.6
2,2,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,5,0,2,4,0,
3,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,3,4,4,55
3,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,1,4,5,4,54.7
1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,1,3,1,5,51.8
3,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,0,3,4,2,54.1
1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,2,1,1,45
1,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,1,5,5,5,53.8
5,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,3,5,3,52
5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,3,2,1,40
3,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,3,5,0,
2,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,5,3,4,55.7
3,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,1,4,4,3,54.2
1,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,3,5,4,
3,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,1,2,3,2,
3,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,4,4,5,52
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0,4,4,5,51.4
3,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,0,3,5,4,
3,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,4,5,5,53
1,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,3,3,4,50
3,4,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,5,0,4,4,4,54.4
1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,0,4,1,4,
3,4,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0,2,4,1,54.2
5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5,0,3,2,3,
1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,0,4,4,5,55.6
3,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0,3,5,3,
5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,3,1,6,59.3
5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,3,6,52.2
2,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,4,4,5,54
1,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,4,5,5,51
2,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4,0,4,5,6,
1,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,5,5,6,52.3
3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0,1,4,2,
5,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,5,5,4,52
3,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,4,4,5,52.7
3,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,1,3,3,5,62
3,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,2,5,3,
3,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,0,5,4,6,54.7
2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,4,4,5,54.2
2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,5,4,1,
2,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,1,4,0,
3,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,0,5,5,1,
3,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,4,2,52
3,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,0,5,5,5,
3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,0,5,4,5,
1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,3,3,1,
1,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,4,4,1,
1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,4,2,5,
3,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1,4,2,3,
3,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1,4,2,3,
1,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,3,3,0,53
3,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,5,1,4,5,3,53
2,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,3,4,2,51.5
1,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,2,4,0,34.8
4,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,4,2,6,
2,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,5,5,3,51.3
4,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,0,5,5,5,59.8
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,3,5,5,54
1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,3,4,0,
4,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,2,5,0,
3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,0,2,4,4,51.4
1,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,1,4,4,3,53.9
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,4,4,3,52.6
3,5,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,3,4,3,50.4
1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,3,5,
1,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,1,4,5,4,53
4,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,2,5,5,
1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,5,5,4,54
4,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,5,4,51.8
4,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,0,2,4,4,52
3,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,3,4,3,50.6
3,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,0,3,4,2,
1,5,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,0,1,5,3,52
3,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,3,3,4,56
3,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,5,4,4,52
4,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,4,5,51.1
2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,4,4,4,51.7
5,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,1,4,2,49.6
2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,2,4,3,
2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,2,4,
1,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,3,5,2,50.2
2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,3,3,5,62
3,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,1,3,3,
3,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,0,2,4,5,54.7
3,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,2,4,5,57.8
3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,1,3,4,5,56.7
3,5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,2,5,0,
3,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,0,4,4,6,57
2,3,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,1,2,3,3,51.1
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,5,5,0,53.9
1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,3,4,2,48.7
2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,1,3,1,5,54.2
4,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,4,4,4,53
4,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0,3,5,5,51.8
3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,1,4,3,4,55.2
2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,1,2,4,2,59.1
4,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,4,4,3,52.2
2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5,1,3,5,2,55
1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,3,4,2,48.7
2,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,1,2,4,0,
1,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,1,2,2,2,50
1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,5,2,46.5
3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,1,4,0,57.7
1,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,2,2,
2,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,2,4,4,
4,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,1,2,0,
2,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,4,2,5,56.1
2,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,3,4,3,
2,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,1,3,0,
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,4,5,53.8
3,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,2,4,0,51.6
4,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,2,5,0,55.4
2,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,3,5,3,52.4
3,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,1,3,4,3,58
3,4,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,1,5,4,6,59.8
3,4,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,1,5,4,6,59.8
3,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,3,4,3,
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,3,5,5,53.2
4,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,0,2,3,0,49.4
2,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,2,5,0,61
3,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,4,5,2,56
2,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,3,3,0,52
5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,2,5,0,47
1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,5,0,
2,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,4,0,3,4,3,
2,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,4,0,3,4,3,
3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,5,0,2,4,3,50
1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,2,3,0,
4,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,4,3,4,54.1
2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4,1,3,4,4,55
1,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,2,4,2,53.3
2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,4,5,5,59.2
2,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,4,4,2,55.6
2,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,1,2,4,2,52.5
4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,4,4,4,
1,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,4,4,0,50.8
2,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,2,5,2,50.4
2,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,1,4,2,50.3
4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,2,4,2,48
4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,1,5,4,4,53.9
1,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,5,4,2,51.8
3,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,5,0,4,2,2,52
4,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,1,4,3,4,54.2
2,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,0,4,4,6,53.8
3,2,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,0,4,5,3,54.2
3,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,2,4,0,
4,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,2,4,2,53.6
3,4,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,3,5,3,50.1
3,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,3,4,5,55.4
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,2,4,4,58.3
4,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,0,2,5,1,51
3,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,2,4,3,62
2,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,5,0,3,3,2,
3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,3,3,2,51.6
1,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,4,5,4,53
1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3,5,5,59
3,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,1,3,1,4,
4,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,2,4,2,51.6
1,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,1,3,4,0,
4,4,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,1,4,5,3,55
2,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,5,4,2,
2,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,5,4,5,
2,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,3,4,2,
3,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,3,4,53.8
4,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,2,4,0,
2,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,0,4,4,3,55.3
4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,2,4,2,56.3
4,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,5,5,6,
2,4,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,2,2,50.2
4,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,5,5,5,54.1
1,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,5,4,3,51
1,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,5,5,6,
3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,0,2,5,5,58
4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,2,3,2,51.4
2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,1,4,5,6,
3,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,4,4,3,54.3
2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,1,4,5,4,53
4,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,3,5,2,51.6
3,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,1,2,0,
3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,4,4,2,57
5,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,0,3,3,3,48.8
3,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,1,2,4,4,51.3
3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,3,5,4,51
3,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,4,4,3,52.2
4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,2,4,4,51
3,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,1,3,4,5,55.8
4,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,1,3,4,2,50.1
2,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,2,5,2,48
5,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,1,2,4,5,52
2,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,5,4,4,53.1
3,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,0,4,5,6,54.7
2,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,0,2,1,2,53.8
2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,4,1,4,3,3,52
