one,two,three,four1,four2,four3,four4,four5,four6,four7,four8,five1,five2,five3,five4,five5,five6,six,seven,eight,nine,ten,eleven,twelve
3,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,3,3,4,56.4
3,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,3,4,5,63
2,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,3,4,2,55.1
4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,1,3,5,4,52.2
3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,3,5,3,51
3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,3,5,3,51
3,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,0,1,3,0,
5,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,5,0,2,5,3,51
4,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,5,5,5,62
2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,1,3,3,4,58
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,2,4,3,52.1
3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,1,4,0,
1,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,5,1,5,5,5,52.9
2,4,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,1,5,4,5,57.1
2,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,3,0,
1,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,1,3,2,5,52.2
2,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,3,4,4,58.2
1,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,3,4,0,53.7
3,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,1,2,4,2,45.9
3,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,1,3,4,4,
4,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,1,2,4,5,
2,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,3,4,3,
3,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,3,5,3,50.3
4,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,1,3,5,2,50.4
3,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,5,4,4,55.2
1,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,4,5,3,55
1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,3,3,
1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,3,5,4,50.8
2,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,1,5,1,51
1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,2,4,4,57
4,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,1,2,0,
2,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,1,4,0,48
3,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,3,4,3,61
4,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,3,4,4,49.2
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,1,5,
4,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,0,4,5,4,53.2
3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,1,4,5,5,60
5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1,2,
3,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,4,4,3,51.7
2,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,1,2,5,3,50.5
3,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,1,4,4,5,51.5
3,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,4,5,0,55
2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,5,4,5,52.4
2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3,5,0,
3,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,3,5,0,51.3
3,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0,3,5,3,51.2
1,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,2,3,0,
2,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,3,5,4,53.8
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0,3,5,6,
4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,4,4,52.3
2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,4,3,5,56.8
3,4,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,0,2,4,0,49.8
5,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,3,5,4,52.3
1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,3,2,2,53.1
2,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,4,2,6,57.5
4,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,1,4,3,5,54.6
3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,4,5,4,53
4,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,1,4,2,6,56.6
3,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,2,4,0,64.2
5,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,1,2,5,0,50.6
3,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,3,4,6,60
4,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,1,1,4,0,62.1
2,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,5,5,1,
3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,3,5,4,53.3
4,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,3,4,6,52.3
3,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,4,4,3,52.8
1,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,5,4,4,51.7
4,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,2,5,4,53.5
3,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,3,4,3,53.2
1,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,5,1,4,57
3,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,2,4,5,53
3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,3,1,4,52.2
3,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,1,2,5,5,52.1
2,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,5,0,3,4,4,54.1
4,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,4,3,6,60.7
2,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,4,4,3,51
4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,2,3,5,62.6
2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,3,2,2,42.3
4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,0,5,4,2,51.7
4,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,3,5,1,55
5,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,5,3,3,56.8
3,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,5,5,5,59.5
4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,4,5,0,51.9
3,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,4,4,6,55
4,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,2,3,3,49.1
3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,0,3,5,5,50
3,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,5,4,51.4
3,4,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,1,4,3,5,54
4,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,1,4,0,
2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,1,3,4,4,54.3
3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,3,4,3,52.4
3,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0,2,4,3,50.8
3,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,4,4,3,50.08
3,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,5,5,4,
1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,3,5,4,51.4
4,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,5,5,5,
3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,5,4,51.3
1,4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,2,5,0,
1,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,3,2,60
2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,3,3,5,52.1
2,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,3,5,6,55
2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,4,3,6,
3,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,3,0,
5,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,0,3,3,2,47.8
4,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,5,0,3,4,2,51
3,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,2,4,3,54.4
4,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,0,3,3,2,63
1,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,4,5,5,52.6
4,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,4,5,2,54.7
1,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,4,0,5,3,2,53.6
3,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,2,4,2,49.4
3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,0,2,4,0,
2,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,2,3,2,
3,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,1,1,4,3,60
3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,3,4,5,52.8
2,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,1,4,2,4,50.8
2,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,0,2,2,4,50
2,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,3,3,3,56
4,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,5,5,51.5
3,2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,1,5,4,6,65
3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,4,2,3,45
2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,0,3,4,3,55
2,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,1,5,4,3,53.8
3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,0,4,4,4,56.2
1,3,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,4,4,0,47
3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0,5,2,5,54.5
3,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,5,5,6,56
4,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,0,3,4,4,48.9
3,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0,5,5,4,55.1
3,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,2,4,2,46.6
3,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,4,5,5,61.4
2,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,0,4,4,4,55
5,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,2,4,0,54.8
4,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,2,5,4,50.9
1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,0,4,5,6,54.3
5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,5,0,3,5,3,55
3,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,4,4,2,51
3,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,3,3,2,59.7
3,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,1,4,1,3,50
2,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,1,4,0,
1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,5,5,3,50.5
3,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,2,3,5,52.3
3,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,4,1,5,3,5,
2,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,2,5,1,50.3
5,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,4,5,5,56.6
2,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,2,5,3,49
3,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,1,5,4,4,55
3,4,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,0,2,4,6,62.5
4,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,1,3,4,5,49.5
3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,1,2,0,55
3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,0,2,2,3,
2,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,2,5,2,47.1
2,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,1,3,5,5,
4,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,3,3,3,52.8
3,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,2,4,3,52
4,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,0,3,4,4,51
4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,3,5,3,52.3
1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5,1,3,5,3,
3,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,5,0,4,2,2,55
3,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,4,5,3,49
3,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,1,4,0,
1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,3,4,4,56.3
2,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,1,2,5,0,
1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,0,3,4,0,
1,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,5,0,1,2,0,
4,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,1,1,3,0,
3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,0,3,5,2,
1,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,2,4,0,
3,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,1,4,3,5,54.6
3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,3,4,5,61.4
3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,5,5,5,56
2,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,4,5,6,57.7
5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4,0,4,3,5,55.3
2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,1,2,5,3,
4,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,1,4,4,5,54.9
3,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,2,2,2,48.3
2,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,3,4,5,54.1
2,5,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4,0,1,1,0,
1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,4,4,6,60.7
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,2,4,3,54
3,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4,0,2,4,3,52.6
5,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,3,3,4,
3,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,4,4,6,54.4
1,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,5,0,3,1,2,50.9
5,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,2,4,0,40
5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,3,5,3,56.9
5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,3,5,3,56.9
5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,0,3,4,0,
2,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,4,5,4,50.7
3,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,3,3,3,
4,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,3,5,2,54.6
3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,1,3,4,4,55
1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,1,1,6,
1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,0,1,4,6,50
3,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,4,3,4,
2,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,1,4,4,4,46.8
3,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,5,4,3,51.6
3,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,2,3,4,
1,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,1,3,2,47.1
2,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,4,4,2,49
5,2,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,1,5,4,5,56.1
2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,2,2,4,53.1
4,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,3,1,5,65
4,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,4,2,5,52.7
5,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,5,1,4,4,5,62.3
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,1,2,3,4,51.5
1,4,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,3,4,0,62
3,4,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,1,4,4,1,
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,1,4,2,49.6
2,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,1,4,2,49.6
3,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,0,4,4,6,
1,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,5,0,1,1,0,
4,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,3,4,4,51.7
2,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0,2,4,1,46.9
4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,1,1,5,4,58
3,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,0,2,4,3,60.3
3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,2,4,4,
3,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4,0,3,5,4,54.6
3,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,3,4,4,54.4
4,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,5,3,4,52.3
4,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,5,3,5,52
1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,3,1,6,67
4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,3,4,6,53
4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,1,1,4,0,
2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,4,2,5,
3,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,3,5,3,56.5
5,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,2,5,2,49
1,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,0,5,3,5,
2,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0,2,4,5,54
